DateTime,Junction,Vehicles,Year,month,Week,Day,Hour,Minute,DayOfWeek,IsWeekend,Season,NomJourFerie
2015-11-08 00:00:00,1,0.06703910614525141,2015,11,45,8,0,0,6,1,3,11
2015-11-08 01:00:00,1,0.08379888268156425,2015,11,45,8,1,0,6,1,3,11
2015-11-08 02:00:00,1,0.0558659217877095,2015,11,45,8,2,0,6,1,3,11
2015-11-08 03:00:00,1,0.03910614525139665,2015,11,45,8,3,0,6,1,3,11
2015-11-08 04:00:00,1,0.05027932960893855,2015,11,45,8,4,0,6,1,3,11
2015-11-08 05:00:00,1,0.05027932960893855,2015,11,45,8,5,0,6,1,3,11
2015-11-08 06:00:00,1,0.05027932960893855,2015,11,45,8,6,0,6,1,3,11
2015-11-08 07:00:00,1,0.0446927374301676,2015,11,45,8,7,0,6,1,3,11
2015-11-08 08:00:00,1,0.0558659217877095,2015,11,45,8,8,0,6,1,3,11
2015-11-08 09:00:00,1,0.061452513966480445,2015,11,45,8,9,0,6,1,3,11
2015-11-08 10:00:00,1,0.09497206703910616,2015,11,45,8,10,0,6,1,3,11
2015-11-08 11:00:00,1,0.07262569832402235,2015,11,45,8,11,0,6,1,3,11
2015-11-08 12:00:00,1,0.0893854748603352,2015,11,45,8,12,0,6,1,3,11
2015-11-08 13:00:00,1,0.07262569832402235,2015,11,45,8,13,0,6,1,3,11
2015-11-08 14:00:00,1,0.07262569832402235,2015,11,45,8,14,0,6,1,3,11
2015-11-08 15:00:00,1,0.07262569832402235,2015,11,45,8,15,0,6,1,3,11
2015-11-08 16:00:00,1,0.061452513966480445,2015,11,45,8,16,0,6,1,3,11
2015-11-08 17:00:00,1,0.07262569832402235,2015,11,45,8,17,0,6,1,3,11
2015-11-08 18:00:00,1,0.09497206703910616,2015,11,45,8,18,0,6,1,3,11
2015-11-08 19:00:00,1,0.06703910614525141,2015,11,45,8,19,0,6,1,3,11
2015-11-08 20:00:00,1,0.08379888268156425,2015,11,45,8,20,0,6,1,3,11
2015-11-08 21:00:00,1,0.09497206703910616,2015,11,45,8,21,0,6,1,3,11
2015-11-08 22:00:00,1,0.07262569832402235,2015,11,45,8,22,0,6,1,3,11
2015-11-08 23:00:00,1,0.07262569832402235,2015,11,45,8,23,0,6,1,3,11
2015-11-09 00:00:00,1,0.06703910614525141,2015,11,46,9,0,0,0,0,3,11
2015-11-09 01:00:00,1,0.07821229050279331,2015,11,46,9,1,0,0,0,3,11
2015-11-09 02:00:00,1,0.0558659217877095,2015,11,46,9,2,0,0,0,3,11
2015-11-09 03:00:00,1,0.05027932960893855,2015,11,46,9,3,0,0,0,3,11
2015-11-09 04:00:00,1,0.0446927374301676,2015,11,46,9,4,0,0,0,3,11
2015-11-09 05:00:00,1,0.03910614525139665,2015,11,46,9,5,0,0,0,3,11
2015-11-09 06:00:00,1,0.03910614525139665,2015,11,46,9,6,0,0,0,3,11
2015-11-09 07:00:00,1,0.05027932960893855,2015,11,46,9,7,0,0,0,3,11
2015-11-09 08:00:00,1,0.0558659217877095,2015,11,46,9,8,0,0,0,3,11
2015-11-09 09:00:00,1,0.0893854748603352,2015,11,46,9,9,0,0,0,3,11
2015-11-09 10:00:00,1,0.1005586592178771,2015,11,46,9,10,0,0,0,3,11
2015-11-09 11:00:00,1,0.11731843575418996,2015,11,46,9,11,0,0,0,3,11
2015-11-09 12:00:00,1,0.1229050279329609,2015,11,46,9,12,0,0,0,3,11
2015-11-09 13:00:00,1,0.1229050279329609,2015,11,46,9,13,0,0,0,3,11
2015-11-09 14:00:00,1,0.12849162011173185,2015,11,46,9,14,0,0,0,3,11
2015-11-09 15:00:00,1,0.12849162011173185,2015,11,46,9,15,0,0,0,3,11
2015-11-09 16:00:00,1,0.1005586592178771,2015,11,46,9,16,0,0,0,3,11
2015-11-09 17:00:00,1,0.1005586592178771,2015,11,46,9,17,0,0,0,3,11
2015-11-09 18:00:00,1,0.10614525139664806,2015,11,46,9,18,0,0,0,3,11
2015-11-09 19:00:00,1,0.1675977653631285,2015,11,46,9,19,0,0,0,3,11
2015-11-09 20:00:00,1,0.1340782122905028,2015,11,46,9,20,0,0,0,3,11
2015-11-09 21:00:00,1,0.1899441340782123,2015,11,46,9,21,0,0,0,3,11
2015-11-09 22:00:00,1,0.111731843575419,2015,11,46,9,22,0,0,0,3,11
2015-11-09 23:00:00,1,0.12849162011173185,2015,11,46,9,23,0,0,0,3,11
2015-11-10 00:00:00,1,0.1005586592178771,2015,11,46,10,0,0,1,0,3,11
2015-11-10 01:00:00,1,0.1005586592178771,2015,11,46,10,1,0,1,0,3,11
2015-11-10 02:00:00,1,0.09497206703910616,2015,11,46,10,2,0,1,0,3,11
2015-11-10 03:00:00,1,0.0893854748603352,2015,11,46,10,3,0,1,0,3,11
2015-11-10 04:00:00,1,0.061452513966480445,2015,11,46,10,4,0,1,0,3,11
2015-11-10 05:00:00,1,0.05027932960893855,2015,11,46,10,5,0,1,0,3,11
2015-11-10 06:00:00,1,0.07262569832402235,2015,11,46,10,6,0,1,0,3,11
2015-11-10 07:00:00,1,0.07821229050279331,2015,11,46,10,7,0,1,0,3,11
2015-11-10 08:00:00,1,0.07262569832402235,2015,11,46,10,8,0,1,0,3,11
2015-11-10 09:00:00,1,0.18435754189944134,2015,11,46,10,9,0,1,0,3,11
2015-11-10 10:00:00,1,0.21787709497206706,2015,11,46,10,10,0,1,0,3,11
2015-11-10 11:00:00,1,0.20670391061452514,2015,11,46,10,11,0,1,0,3,11
2015-11-10 12:00:00,1,0.19553072625698326,2015,11,46,10,12,0,1,0,3,11
2015-11-10 13:00:00,1,0.1452513966480447,2015,11,46,10,13,0,1,0,3,11
2015-11-10 14:00:00,1,0.26256983240223464,2015,11,46,10,14,0,1,0,3,11
2015-11-10 15:00:00,1,0.2346368715083799,2015,11,46,10,15,0,1,0,3,11
2015-11-10 16:00:00,1,0.223463687150838,2015,11,46,10,16,0,1,0,3,11
2015-11-10 17:00:00,1,0.1899441340782123,2015,11,46,10,17,0,1,0,3,11
2015-11-10 18:00:00,1,0.21787709497206706,2015,11,46,10,18,0,1,0,3,11
2015-11-10 19:00:00,1,0.21787709497206706,2015,11,46,10,19,0,1,0,3,11
2015-11-10 20:00:00,1,0.21787709497206706,2015,11,46,10,20,0,1,0,3,11
2015-11-10 21:00:00,1,0.19553072625698326,2015,11,46,10,21,0,1,0,3,11
2015-11-10 22:00:00,1,0.2011173184357542,2015,11,46,10,22,0,1,0,3,11
2015-11-10 23:00:00,1,0.1899441340782123,2015,11,46,10,23,0,1,0,3,11
2015-11-11 00:00:00,1,0.15083798882681565,2015,11,46,11,0,0,2,0,3,0
2015-11-11 01:00:00,1,0.1340782122905028,2015,11,46,11,1,0,2,0,3,0
2015-11-11 02:00:00,1,0.1005586592178771,2015,11,46,11,2,0,2,0,3,0
2015-11-11 03:00:00,1,0.111731843575419,2015,11,46,11,3,0,2,0,3,0
2015-11-11 04:00:00,1,0.10614525139664806,2015,11,46,11,4,0,2,0,3,0
2015-11-11 05:00:00,1,0.07821229050279331,2015,11,46,11,5,0,2,0,3,0
2015-11-11 06:00:00,1,0.0893854748603352,2015,11,46,11,6,0,2,0,3,0
2015-11-11 07:00:00,1,0.07262569832402235,2015,11,46,11,7,0,2,0,3,0
2015-11-11 08:00:00,1,0.1005586592178771,2015,11,46,11,8,0,2,0,3,0
2015-11-11 09:00:00,1,0.11731843575418996,2015,11,46,11,9,0,2,0,3,0
2015-11-11 10:00:00,1,0.16201117318435757,2015,11,46,11,10,0,2,0,3,0
2015-11-11 11:00:00,1,0.13966480446927376,2015,11,46,11,11,0,2,0,3,0
2015-11-11 12:00:00,1,0.13966480446927376,2015,11,46,11,12,0,2,0,3,0
2015-11-11 13:00:00,1,0.1229050279329609,2015,11,46,11,13,0,2,0,3,0
2015-11-11 14:00:00,1,0.1229050279329609,2015,11,46,11,14,0,2,0,3,0
2015-11-11 15:00:00,1,0.12849162011173185,2015,11,46,11,15,0,2,0,3,0
2015-11-11 16:00:00,1,0.11731843575418996,2015,11,46,11,16,0,2,0,3,0
2015-11-11 17:00:00,1,0.12849162011173185,2015,11,46,11,17,0,2,0,3,0
2015-11-11 18:00:00,1,0.13966480446927376,2015,11,46,11,18,0,2,0,3,0
2015-11-11 19:00:00,1,0.1452513966480447,2015,11,46,11,19,0,2,0,3,0
2015-11-11 20:00:00,1,0.11731843575418996,2015,11,46,11,20,0,2,0,3,0
2015-11-11 21:00:00,1,0.1229050279329609,2015,11,46,11,21,0,2,0,3,0
2015-11-11 22:00:00,1,0.11731843575418996,2015,11,46,11,22,0,2,0,3,0
2015-11-11 23:00:00,1,0.11731843575418996,2015,11,46,11,23,0,2,0,3,0
2015-11-12 00:00:00,1,0.11731843575418996,2015,11,46,12,0,0,3,0,3,11
2015-11-12 01:00:00,1,0.0893854748603352,2015,11,46,12,1,0,3,0,3,11
2015-11-12 02:00:00,1,0.07821229050279331,2015,11,46,12,2,0,3,0,3,11
2015-11-12 03:00:00,1,0.061452513966480445,2015,11,46,12,3,0,3,0,3,11
2015-11-12 04:00:00,1,0.06703910614525141,2015,11,46,12,4,0,3,0,3,11
2015-11-12 05:00:00,1,0.0446927374301676,2015,11,46,12,5,0,3,0,3,11
2015-11-12 06:00:00,1,0.07262569832402235,2015,11,46,12,6,0,3,0,3,11
2015-11-12 07:00:00,1,0.06703910614525141,2015,11,46,12,7,0,3,0,3,11
2015-11-12 08:00:00,1,0.07821229050279331,2015,11,46,12,8,0,3,0,3,11
2015-11-12 09:00:00,1,0.1452513966480447,2015,11,46,12,9,0,3,0,3,11
2015-11-12 10:00:00,1,0.21229050279329612,2015,11,46,12,10,0,3,0,3,11
2015-11-12 11:00:00,1,0.21787709497206706,2015,11,46,12,11,0,3,0,3,11
2015-11-12 12:00:00,1,0.19553072625698326,2015,11,46,12,12,0,3,0,3,11
2015-11-12 13:00:00,1,0.18435754189944134,2015,11,46,12,13,0,3,0,3,11
2015-11-12 14:00:00,1,0.1787709497206704,2015,11,46,12,14,0,3,0,3,11
2015-11-12 15:00:00,1,0.15083798882681565,2015,11,46,12,15,0,3,0,3,11
2015-11-12 16:00:00,1,0.16201117318435757,2015,11,46,12,16,0,3,0,3,11
2015-11-12 17:00:00,1,0.13966480446927376,2015,11,46,12,17,0,3,0,3,11
2015-11-12 18:00:00,1,0.16201117318435757,2015,11,46,12,18,0,3,0,3,11
2015-11-12 19:00:00,1,0.1899441340782123,2015,11,46,12,19,0,3,0,3,11
2015-11-12 20:00:00,1,0.20670391061452514,2015,11,46,12,20,0,3,0,3,11
2015-11-12 21:00:00,1,0.18435754189944134,2015,11,46,12,21,0,3,0,3,11
2015-11-12 22:00:00,1,0.16201117318435757,2015,11,46,12,22,0,3,0,3,11
2015-11-12 23:00:00,1,0.1452513966480447,2015,11,46,12,23,0,3,0,3,11
2015-11-13 00:00:00,1,0.12849162011173185,2015,11,46,13,0,0,4,0,3,11
2015-11-13 01:00:00,1,0.111731843575419,2015,11,46,13,1,0,4,0,3,11
2015-11-13 02:00:00,1,0.08379888268156425,2015,11,46,13,2,0,4,0,3,11
2015-11-13 03:00:00,1,0.08379888268156425,2015,11,46,13,3,0,4,0,3,11
2015-11-13 04:00:00,1,0.06703910614525141,2015,11,46,13,4,0,4,0,3,11
2015-11-13 05:00:00,1,0.0558659217877095,2015,11,46,13,5,0,4,0,3,11
2015-11-13 06:00:00,1,0.06703910614525141,2015,11,46,13,6,0,4,0,3,11
2015-11-13 07:00:00,1,0.07821229050279331,2015,11,46,13,7,0,4,0,3,11
2015-11-13 08:00:00,1,0.0893854748603352,2015,11,46,13,8,0,4,0,3,11
2015-11-13 09:00:00,1,0.09497206703910616,2015,11,46,13,9,0,4,0,3,11
2015-11-13 10:00:00,1,0.12849162011173185,2015,11,46,13,10,0,4,0,3,11
2015-11-13 11:00:00,1,0.223463687150838,2015,11,46,13,11,0,4,0,3,11
2015-11-13 12:00:00,1,0.1564245810055866,2015,11,46,13,12,0,4,0,3,11
2015-11-13 13:00:00,1,0.1340782122905028,2015,11,46,13,13,0,4,0,3,11
2015-11-13 14:00:00,1,0.1340782122905028,2015,11,46,13,14,0,4,0,3,11
2015-11-13 15:00:00,1,0.13966480446927376,2015,11,46,13,15,0,4,0,3,11
2015-11-13 16:00:00,1,0.1340782122905028,2015,11,46,13,16,0,4,0,3,11
2015-11-13 17:00:00,1,0.12849162011173185,2015,11,46,13,17,0,4,0,3,11
2015-11-13 18:00:00,1,0.13966480446927376,2015,11,46,13,18,0,4,0,3,11
2015-11-13 19:00:00,1,0.12849162011173185,2015,11,46,13,19,0,4,0,3,11
